response_id,user_id,response_date,score,user_segment,device,comment
2317,6254,2024-04-30,9,free,ios,Great deals during sales.
2318,10765,2024-06-13,9,free,android,
2319,8453,2024-04-17,6,free,web,
2320,1250,2024-04-04,7,free,web,
2321,800,2024-04-13,7,free,web,
2322,5043,2024-06-12,10,free,web,
2323,5473,2024-05-30,4,free,ios,Need more payment options.
2324,16663,2024-05-21,10,free,ios,
2325,13164,2024-05-17,9,free,ios,
2326,14744,2024-06-12,7,free,web,
2327,14016,2024-04-08,9,free,ios,
2328,8367,2024-06-22,9,free,ios,Great deals during sales.
2329,21698,2024-05-16,8,free,android,
2330,1981,2024-05-31,5,free,android,Had trouble with payment.
2331,1907,2024-06-21,6,free,android,"Great service, fast delivery!"
2332,2102,2024-05-11,6,free,ios,
2333,19774,2024-04-04,10,free,android,
2334,10820,2024-06-10,6,free,ios,
2335,13823,2024-06-27,10,free,web,
2336,4634,2024-06-12,9,free,ios,Not sure I'll renew my Plus membership.
2337,6050,2024-05-24,9,free,web,Shipping was slow this time.
2338,3458,2024-06-08,5,free,web,
2339,7823,2024-05-14,10,free,android,"Great service, fast delivery!"
2340,1662,2024-06-29,3,free,ios,
2341,4743,2024-05-05,8,free,android,
2342,9115,2024-04-29,8,free,web,"Great service, fast delivery!"
2343,565,2024-06-16,10,free,web,
2344,12200,2024-06-16,7,free,ios,Too many emails from NovaMart.
2345,874,2024-05-05,9,free,android,Great deals during sales.
2346,5449,2024-06-09,9,free,ios,
2347,4407,2024-06-16,5,free,android,
2348,12357,2024-05-27,5,free,web,
2349,9031,2024-04-08,8,free,web,Would recommend to friends.
2350,9223,2024-06-25,10,free,web,
2351,14629,2024-06-21,8,free,web,
2352,770,2024-04-19,10,free,android,Return process was smooth.
2353,2380,2024-04-28,10,free,web,"Great service, fast delivery!"
2354,618,2024-05-20,10,free,android,
2355,6796,2024-04-11,9,free,ios,Need more payment options.
2356,8862,2024-04-05,7,free,web,Product quality could be better.
2357,20258,2024-05-20,5,free,web,
2358,4669,2024-04-16,6,free,ios,
2359,510,2024-04-04,9,free,android,Love the product selection.
2360,20548,2024-04-11,9,free,android,Easy to use website.
2361,660,2024-06-26,10,free,ios,Product quality could be better.
2362,12184,2024-06-26,4,free,web,
2363,9068,2024-06-04,6,free,ios,Great deals during sales.
2364,21947,2024-05-25,10,free,web,
2365,8955,2024-05-08,6,free,android,
2366,5437,2024-06-18,7,free,android,
2367,6470,2024-05-02,6,free,android,
2368,2099,2024-04-25,6,free,ios,
2369,21904,2024-04-25,5,free,ios,
2370,7565,2024-06-18,8,free,web,Easy to use website.
2371,11712,2024-06-06,10,free,android,
2372,3165,2024-04-17,9,free,android,
2373,15514,2024-04-24,10,free,ios,
2374,21675,2024-04-12,6,free,web,
2375,6289,2024-05-14,9,free,ios,
2376,3710,2024-06-17,7,free,ios,Return process was smooth.
2377,21496,2024-05-25,9,free,web,
2378,31,2024-04-07,9,free,web,
2379,3942,2024-04-24,4,free,android,Customer support was helpful.
2380,20283,2024-04-26,8,free,android,Product quality could be better.
2381,6488,2024-04-02,8,free,web,
2382,18172,2024-04-15,9,free,web,Product didn't match description.
2383,13069,2024-05-08,8,free,ios,Return process was smooth.
2384,16756,2024-06-13,9,free,android,
2385,20195,2024-06-24,10,free,web,Membership is worth it.
2386,1243,2024-04-18,4,free,android,
2387,16968,2024-05-03,9,free,web,
2388,21984,2024-05-09,10,free,web,
2389,4026,2024-05-03,7,free,ios,
2390,12615,2024-06-13,9,free,web,Membership is worth it.
2391,14511,2024-06-02,9,free,web,Too many emails from NovaMart.
2392,19764,2024-04-22,7,free,web,"Great service, fast delivery!"
2393,7831,2024-04-23,10,free,web,
2394,299,2024-04-15,10,free,ios,
2395,12318,2024-06-22,10,free,ios,
2396,3880,2024-06-03,10,free,web,
2397,3373,2024-04-11,10,free,ios,
2398,12622,2024-04-28,8,free,android,
2399,2013,2024-05-25,10,free,ios,
2400,7071,2024-05-11,5,free,web,App keeps crashing.
2401,16204,2024-05-02,9,free,web,
2402,13929,2024-04-29,7,free,android,
2403,13461,2024-05-21,8,free,android,Would recommend to friends.
2404,5428,2024-06-19,10,free,ios,
2405,18802,2024-06-05,6,free,ios,
2406,1948,2024-05-18,10,free,web,Checkout process is confusing on mobile.
2407,368,2024-06-19,5,free,web,Membership is worth it.
2408,426,2024-05-26,9,free,android,Not sure I'll renew my Plus membership.
2409,17285,2024-06-09,9,free,web,
2410,21253,2024-06-12,10,free,web,Found exactly what I needed.
2411,9369,2024-05-09,9,free,web,
2412,5400,2024-05-11,5,free,ios,
2413,832,2024-06-02,9,free,android,
2414,17149,2024-05-18,5,free,android,
2415,13081,2024-04-26,10,free,web,Membership is worth it.
2416,9234,2024-04-09,9,free,ios,Shipping was slow this time.
2417,13162,2024-05-25,10,free,web,
2418,6670,2024-05-06,10,free,ios,
2419,16632,2024-06-04,9,free,web,Delivery was on time.
2420,363,2024-06-25,9,free,web,
2421,17518,2024-05-05,9,free,android,Product quality could be better.
2422,19863,2024-04-30,8,free,ios,Delivery was on time.
2423,9884,2024-05-31,9,free,android,
2424,3557,2024-05-15,10,free,web,
2425,4017,2024-05-09,3,free,web,
2426,14186,2024-06-27,2,free,web,Had trouble with payment.
2427,4330,2024-05-02,8,free,ios,Had trouble with payment.
2428,16462,2024-06-05,6,free,ios,Checkout process is confusing on mobile.
2429,3479,2024-05-25,10,free,ios,
2430,3431,2024-05-20,9,free,ios,Return process was smooth.
2431,16741,2024-05-27,10,free,ios,
2432,13264,2024-06-11,10,free,android,Prices are reasonable.
2433,19416,2024-05-07,10,free,android,
2434,7687,2024-06-18,9,free,ios,Love the product selection.
2435,17587,2024-05-19,3,free,android,
2436,14042,2024-04-12,6,free,web,
2437,10323,2024-05-03,9,free,web,Found exactly what I needed.
2438,3986,2024-06-09,10,free,android,
2439,6077,2024-05-21,10,free,web,
2440,11711,2024-04-18,10,free,web,
2441,21586,2024-05-21,10,free,web,Need more payment options.
2442,4515,2024-05-19,10,free,web,
2443,5418,2024-04-10,10,free,android,
2444,17541,2024-06-18,8,free,ios,
2445,13850,2024-04-27,10,free,ios,
2446,16128,2024-04-06,8,free,ios,Customer support was helpful.
2447,13499,2024-05-28,10,free,web,
2448,4525,2024-05-21,10,free,ios,Delivery was on time.
2449,13419,2024-06-16,10,free,ios,
2450,8065,2024-06-27,8,free,web,Delivery was on time.
2451,6840,2024-06-16,9,free,web,Need more payment options.
2452,9677,2024-04-02,7,free,ios,
2453,21258,2024-04-23,2,free,android,
2454,12302,2024-04-23,6,free,web,
2455,3415,2024-05-22,9,free,web,App keeps crashing.
2456,8538,2024-04-13,7,free,web,
2457,3259,2024-05-31,9,free,web,
2458,19,2024-06-15,9,free,web,Checkout process is confusing on mobile.
2459,19041,2024-04-29,10,free,web,Membership is worth it.
2460,5753,2024-05-01,9,free,web,
2461,8874,2024-06-08,10,free,web,
2462,13897,2024-06-14,8,free,web,
2463,41,2024-06-24,10,free,web,
2464,18420,2024-05-02,8,free,web,Too many emails from NovaMart.
2465,4532,2024-06-01,10,free,web,
2466,11032,2024-06-09,9,free,ios,
2467,17066,2024-05-29,10,free,ios,Had trouble with payment.
2468,4571,2024-05-14,5,free,web,
2469,2503,2024-04-24,9,free,web,
2470,5394,2024-06-02,10,free,web,
2471,5478,2024-04-12,10,free,android,Too many emails from NovaMart.
2472,4247,2024-05-19,9,free,web,
2473,7320,2024-04-18,10,free,ios,
2474,228,2024-05-05,9,free,ios,
2475,9099,2024-04-20,10,free,web,
2476,17314,2024-04-21,9,free,web,
2477,10589,2024-06-27,5,free,web,
2478,10034,2024-06-14,9,free,web,Product quality could be better.
2479,6755,2024-06-24,9,free,web,Love the product selection.
2480,2843,2024-05-07,5,free,ios,Prices are reasonable.
2481,12741,2024-05-31,7,free,web,
2482,20562,2024-06-01,7,free,web,
2483,11931,2024-05-26,10,free,web,
2484,10200,2024-05-17,9,free,android,
2485,11435,2024-04-15,9,free,android,Return process was smooth.
2486,7303,2024-04-20,8,free,web,
2487,10640,2024-06-01,9,free,ios,
2488,18847,2024-05-21,8,free,android,
2489,21663,2024-06-05,8,free,web,
2490,6521,2024-05-05,7,free,web,
2491,11091,2024-04-12,7,free,android,
2492,6504,2024-06-10,8,free,web,
2493,17273,2024-04-22,7,free,web,
2494,11455,2024-05-05,9,free,web,
2495,4071,2024-06-13,10,free,ios,
2496,847,2024-05-26,8,free,ios,
2497,13985,2024-06-08,5,free,android,
2498,1438,2024-04-18,9,free,web,
2499,20897,2024-04-18,9,free,android,
2500,15334,2024-05-21,10,free,ios,Delivery was on time.
2501,2928,2024-05-18,8,free,android,
2502,15267,2024-04-04,7,free,ios,
2503,20028,2024-05-23,9,free,web,Product didn't match description.
2504,4998,2024-04-13,6,free,ios,Too many emails from NovaMart.
2505,10967,2024-05-01,8,free,ios,
2506,1990,2024-04-09,10,free,web,
2507,20392,2024-05-24,10,free,android,Checkout process is confusing on mobile.
2508,20572,2024-06-30,9,free,android,Easy to use website.
2509,7525,2024-04-11,10,free,ios,
2510,5098,2024-06-30,7,free,web,
2511,10432,2024-05-09,6,free,ios,
2512,3984,2024-06-28,7,free,ios,"Great service, fast delivery!"
2513,4853,2024-04-07,10,free,ios,
2514,3957,2024-05-19,9,free,android,Not sure I'll renew my Plus membership.
2515,3966,2024-06-23,10,free,ios,Prices are reasonable.
2516,16027,2024-06-01,9,free,ios,
2517,17128,2024-05-14,8,free,ios,
2518,15108,2024-05-05,4,free,android,Easy to use website.
2519,10838,2024-05-23,5,free,web,
2520,4028,2024-06-15,6,free,ios,Product didn't match description.
2521,2435,2024-05-04,10,free,ios,
2522,21428,2024-05-18,7,free,web,
2523,20052,2024-05-08,3,free,ios,Would recommend to friends.
2524,15915,2024-06-18,10,free,ios,
2525,3459,2024-04-15,10,free,android,Membership is worth it.
2526,14438,2024-06-07,9,free,ios,
2527,5760,2024-05-30,10,free,web,
2528,2658,2024-05-13,7,free,web,Great deals during sales.
2529,1488,2024-05-14,9,free,android,
2530,7532,2024-06-23,8,free,ios,Prices are reasonable.
2531,19613,2024-06-23,6,free,android,
2532,18384,2024-06-15,7,free,android,
2533,12338,2024-04-12,6,free,ios,
2534,16305,2024-04-02,6,free,android,Love the product selection.
2535,21204,2024-04-24,7,free,ios,
2536,16360,2024-06-03,7,free,web,
2537,16479,2024-06-04,7,free,android,
2538,13974,2024-06-06,8,free,ios,Easy to use website.
2539,19726,2024-04-20,10,free,web,
2540,17960,2024-04-09,4,free,android,
2541,9825,2024-05-31,5,free,android,Checkout process is confusing on mobile.
2542,5584,2024-05-21,3,free,web,
2543,8706,2024-04-09,9,free,web,
2544,20447,2024-04-24,6,free,ios,
2545,5230,2024-04-24,10,free,ios,Would recommend to friends.
2546,5847,2024-06-29,9,free,web,Had trouble with payment.
2547,4293,2024-05-29,5,free,android,App keeps crashing.
2548,21128,2024-06-30,10,free,web,"Great service, fast delivery!"
2549,20825,2024-04-10,10,free,web,Love the product selection.
2550,7714,2024-06-14,8,free,android,
2551,11346,2024-04-23,10,free,ios,
2552,13205,2024-06-29,7,free,web,Delivery was on time.
2553,4499,2024-04-08,10,free,android,Prices are reasonable.
2554,1294,2024-04-08,10,free,android,
2555,11249,2024-04-05,8,free,ios,
2556,10999,2024-06-02,10,free,web,
2557,11122,2024-04-03,7,free,ios,
2558,3463,2024-05-29,6,free,web,Product quality could be better.
2559,2494,2024-05-07,8,free,ios,Prices are reasonable.
2560,752,2024-05-11,6,free,ios,
2561,18737,2024-06-13,6,free,android,
2562,7621,2024-06-09,8,free,ios,
2563,10249,2024-04-27,7,free,android,
2564,14220,2024-05-17,9,free,ios,
2565,16956,2024-04-07,7,free,web,
2566,3196,2024-06-06,9,free,web,
2567,405,2024-04-16,8,free,ios,
2568,14966,2024-05-19,8,free,web,Found exactly what I needed.
2569,3051,2024-06-07,9,free,ios,
2570,3032,2024-05-11,10,free,ios,
2571,10768,2024-04-13,3,free,ios,App keeps crashing.
2572,8616,2024-06-30,9,free,ios,
2573,16520,2024-06-23,7,free,ios,Love the product selection.
2574,1349,2024-06-27,7,free,ios,Too many emails from NovaMart.
2575,13212,2024-05-12,8,free,android,Too many emails from NovaMart.
2576,12223,2024-05-01,8,free,android,
2577,6416,2024-05-24,9,free,ios,
2578,7369,2024-05-21,3,free,android,
2579,20371,2024-05-30,10,free,web,
2580,18982,2024-05-28,5,free,android,
2581,10356,2024-06-15,7,free,android,
2582,21788,2024-05-23,8,free,web,
2583,1569,2024-04-20,10,free,android,Need more payment options.
2584,13023,2024-05-26,8,free,web,
2585,13311,2024-05-21,10,free,android,Love the product selection.
2586,5960,2024-06-08,7,free,web,Delivery was on time.
2587,6292,2024-05-25,6,free,web,
2588,7152,2024-05-11,6,free,ios,App keeps crashing.
2589,10325,2024-04-26,10,free,web,Not sure I'll renew my Plus membership.
2590,20967,2024-04-25,7,free,ios,
2591,10760,2024-05-27,6,free,android,Had trouble with payment.
2592,1574,2024-04-23,10,free,ios,Not sure I'll renew my Plus membership.
2593,17225,2024-05-16,10,free,android,Would recommend to friends.
2594,9780,2024-05-26,5,free,ios,
2595,5685,2024-06-15,3,free,android,
2596,1379,2024-06-21,7,free,android,
2597,2845,2024-05-26,10,free,web,
2598,16945,2024-06-25,10,free,android,Love the product selection.
2599,12802,2024-05-25,7,free,android,
2600,13869,2024-05-15,9,free,ios,
2601,19897,2024-05-24,6,free,android,
2602,13456,2024-04-19,10,free,web,
2603,19494,2024-05-12,9,free,ios,Product didn't match description.
2604,8358,2024-05-11,9,free,ios,
2605,19495,2024-05-13,9,free,ios,Prices are reasonable.
2606,2236,2024-04-26,10,free,web,
2607,4114,2024-06-25,10,free,web,
2608,14757,2024-05-06,9,free,web,
2609,1042,2024-04-13,10,free,web,Had trouble with payment.
2610,14837,2024-06-22,7,free,ios,
2611,6133,2024-06-17,10,free,web,
2612,8777,2024-05-26,10,free,android,Easy to use website.
2613,14366,2024-05-01,10,free,web,
2614,2189,2024-05-14,8,free,web,Product didn't match description.
2615,9147,2024-06-03,9,free,android,
2616,18192,2024-06-29,10,free,ios,
2617,8401,2024-05-04,5,free,android,
2618,2141,2024-04-17,9,free,ios,
2619,3220,2024-05-03,8,free,ios,Need more payment options.
2620,19990,2024-06-11,8,free,web,
2621,6258,2024-06-24,6,free,web,
2622,4233,2024-06-05,8,free,android,
2623,2450,2024-06-27,9,free,web,
2624,1054,2024-06-13,9,free,android,
2625,1834,2024-04-16,9,free,android,
2626,15321,2024-05-23,10,free,android,
2627,16013,2024-05-11,4,free,web,
2628,18183,2024-04-03,9,free,ios,
2629,15496,2024-05-04,8,free,web,
2630,13580,2024-05-15,6,free,web,
2631,16872,2024-06-28,9,free,ios,"Great service, fast delivery!"
2632,9698,2024-06-23,10,free,android,
2633,15588,2024-05-12,9,free,ios,
2634,11980,2024-05-22,10,free,web,
2635,19703,2024-05-20,2,free,web,Need more payment options.
2636,9690,2024-05-18,7,free,android,
2637,906,2024-06-24,9,free,android,Need more payment options.
2638,14364,2024-04-09,6,free,web,
2639,3239,2024-05-08,9,free,ios,
2640,8055,2024-05-05,9,free,web,Need more payment options.
2641,1879,2024-04-02,7,free,ios,
2642,5175,2024-06-17,5,free,web,
2643,2962,2024-06-01,10,free,ios,Great deals during sales.
2644,12763,2024-06-27,1,free,web,Not sure I'll renew my Plus membership.
2645,6078,2024-04-27,9,free,web,
2646,3590,2024-06-04,9,free,web,
2647,4731,2024-05-10,6,free,web,
2648,11911,2024-06-04,10,free,ios,
2649,2243,2024-04-20,10,free,ios,
2650,7461,2024-05-04,5,free,web,Prices are reasonable.
2651,5495,2024-04-23,9,free,ios,Need more payment options.
2652,5165,2024-05-07,10,free,web,
2653,3638,2024-04-06,10,free,web,
2654,896,2024-05-06,8,free,ios,Had trouble with payment.
2655,12857,2024-06-05,8,free,web,
2656,16884,2024-06-11,9,free,ios,
2657,3113,2024-06-16,10,free,web,
2658,9827,2024-04-23,9,free,web,
2659,19661,2024-05-01,6,free,ios,
2660,17908,2024-05-04,10,free,web,Product didn't match description.
2661,14483,2024-06-22,7,free,ios,
2662,13439,2024-04-13,9,free,ios,
2663,13260,2024-04-21,7,free,android,
2664,16453,2024-05-27,9,free,android,
2665,4285,2024-04-03,10,free,ios,
2666,6817,2024-06-15,10,free,web,
2667,4545,2024-06-14,9,free,ios,
2668,9768,2024-06-17,9,free,ios,
2669,21816,2024-04-02,8,free,ios,
2670,2753,2024-06-24,10,free,web,Would recommend to friends.
2671,11171,2024-06-18,8,free,ios,
2672,13074,2024-04-16,7,free,ios,
2673,16800,2024-05-11,3,free,web,
2674,11062,2024-05-11,10,free,web,Prices are reasonable.
2675,1792,2024-04-21,10,free,ios,
2676,16695,2024-06-07,6,free,web,Had trouble with payment.
2677,11103,2024-05-18,6,free,ios,
2678,12491,2024-06-26,6,free,web,
2679,12678,2024-05-08,5,free,ios,Product quality could be better.
2680,21682,2024-05-05,4,free,web,
2681,6759,2024-06-26,10,free,android,
2682,3226,2024-04-16,9,free,web,
2683,6775,2024-04-01,10,free,android,
2684,11804,2024-05-29,9,free,ios,
2685,7070,2024-05-18,8,free,ios,Love the product selection.
2686,10710,2024-04-10,6,free,ios,
2687,19396,2024-06-01,1,free,ios,App keeps crashing.
2688,7313,2024-05-26,9,free,ios,
2689,4069,2024-06-23,9,free,web,
2690,20681,2024-04-11,10,free,ios,
2691,16702,2024-06-15,5,free,web,
2692,19605,2024-05-14,8,free,ios,
2693,21665,2024-06-01,5,free,web,Easy to use website.
2694,19121,2024-05-22,8,free,ios,
2695,17681,2024-04-29,9,free,web,
2696,21426,2024-04-21,5,free,ios,
2697,19364,2024-05-09,7,free,web,
2698,16047,2024-04-11,10,free,ios,Prices are reasonable.
2699,8513,2024-05-19,9,free,android,
2700,21084,2024-06-27,9,free,ios,
2701,14164,2024-06-18,3,free,ios,
2702,7097,2024-05-15,10,free,ios,
2703,2395,2024-04-27,10,free,ios,Product didn't match description.
2704,12127,2024-05-10,9,free,ios,
2705,13079,2024-05-05,9,free,ios,Great deals during sales.
2706,21400,2024-06-02,9,free,web,
2707,15521,2024-05-14,7,free,web,
2708,11484,2024-05-31,5,free,web,
2709,984,2024-06-18,6,free,android,Need more payment options.
2710,5981,2024-04-18,7,free,web,
2711,18837,2024-05-12,10,free,web,Prices are reasonable.
2712,5389,2024-06-06,6,free,web,
2713,8517,2024-04-02,4,free,ios,Product didn't match description.
2714,14538,2024-06-29,9,free,ios,
2715,3267,2024-05-19,6,free,ios,
2716,22050,2024-04-09,8,free,web,
2717,5979,2024-04-20,8,free,android,Return process was smooth.
2718,18924,2024-04-20,10,free,ios,Found exactly what I needed.
2719,2058,2024-04-27,9,free,android,
2720,15725,2024-05-25,8,free,ios,
2721,13354,2024-06-01,10,free,web,
2722,9088,2024-04-05,10,free,web,
2723,11724,2024-06-17,10,free,web,
2724,4226,2024-06-29,5,free,web,
2725,733,2024-06-24,8,free,web,Had trouble with payment.
2726,16026,2024-05-11,10,free,web,Customer support was helpful.
2727,7224,2024-04-14,5,free,ios,
2728,10703,2024-05-06,10,free,ios,
2729,6017,2024-06-15,9,free,web,
2730,11167,2024-04-16,10,free,ios,
2731,14152,2024-06-02,10,free,ios,Product didn't match description.
2732,13925,2024-06-28,10,free,web,
2733,17104,2024-05-26,9,free,android,
2734,13290,2024-05-10,10,free,android,
2735,12720,2024-05-18,2,free,ios,Had trouble with payment.
2736,8949,2024-06-22,9,free,web,
2737,15591,2024-04-28,7,free,web,Not sure I'll renew my Plus membership.
2738,12212,2024-06-18,10,free,android,Prices are reasonable.
2739,9960,2024-06-17,3,free,web,
2740,8896,2024-05-14,10,free,android,
2741,16409,2024-06-24,9,free,ios,
2742,15630,2024-04-20,8,free,web,Shipping was slow this time.
2743,18996,2024-04-23,10,free,android,
2744,6834,2024-05-08,10,free,android,
2745,13523,2024-05-06,10,free,web,
2746,12186,2024-04-20,10,free,android,Had trouble with payment.
2747,18322,2024-06-04,7,free,ios,Return process was smooth.
2748,11060,2024-05-09,9,free,ios,Easy to use website.
2749,18472,2024-06-06,7,free,web,
2750,131,2024-04-22,5,free,ios,Membership is worth it.
2751,1255,2024-06-25,8,free,web,
2752,15811,2024-06-04,10,free,web,Prices are reasonable.
2753,6599,2024-05-24,9,free,web,
2754,9315,2024-06-16,6,free,web,Customer support was helpful.
2755,15030,2024-04-08,8,free,web,
2756,4350,2024-05-29,7,free,ios,
2757,8523,2024-06-24,10,free,android,Product quality could be better.
2758,17712,2024-06-07,10,free,web,Had trouble with payment.
2759,14774,2024-06-06,6,free,ios,"Great service, fast delivery!"
2760,14337,2024-04-19,10,free,web,
2761,11828,2024-06-17,9,free,web,Customer support was helpful.
2762,19232,2024-06-12,9,free,web,
2763,888,2024-04-10,5,free,web,Would recommend to friends.
2764,2291,2024-05-18,8,free,web,Shipping was slow this time.
2765,15221,2024-05-26,8,free,web,
2766,22199,2024-04-22,10,free,android,
2767,640,2024-06-03,9,free,android,
2768,196,2024-06-12,1,free,ios,Too many emails from NovaMart.
2769,309,2024-06-06,10,free,web,
2770,1758,2024-04-04,7,free,web,Had trouble with payment.
2771,2252,2024-04-14,10,free,android,
2772,18385,2024-05-11,9,free,android,
2773,11865,2024-05-05,10,free,android,
2774,19055,2024-05-21,7,free,web,
2775,7936,2024-04-14,7,free,android,
2776,18072,2024-04-26,10,free,ios,Would recommend to friends.
2777,3632,2024-04-29,8,free,ios,
2778,4411,2024-04-09,6,free,web,
2779,16055,2024-04-11,7,free,web,
2780,8587,2024-06-10,10,free,android,
2781,13855,2024-05-11,7,free,ios,
2782,17648,2024-04-25,9,free,web,Checkout process is confusing on mobile.
2783,15381,2024-06-11,6,free,android,
2784,15102,2024-06-02,8,free,web,
2785,4518,2024-05-08,6,free,web,
2786,16033,2024-05-02,4,free,android,
2787,14746,2024-05-24,10,free,ios,
2788,8319,2024-06-13,4,free,ios,Great deals during sales.
2789,4077,2024-04-01,9,free,web,
2790,12185,2024-05-29,5,free,android,
2791,5920,2024-04-17,3,free,ios,Shipping was slow this time.
2792,10138,2024-04-01,9,free,ios,
2793,12231,2024-06-19,10,free,android,Checkout process is confusing on mobile.
2794,5206,2024-05-17,6,free,ios,App keeps crashing.
2795,22173,2024-04-19,10,free,ios,Too many emails from NovaMart.
2796,5641,2024-04-01,10,free,ios,
2797,10876,2024-04-09,8,free,android,
2798,14675,2024-05-03,10,free,android,Checkout process is confusing on mobile.
2799,15134,2024-06-22,3,free,android,
2800,19808,2024-04-18,8,free,android,Customer support was helpful.
2801,14007,2024-06-10,10,free,web,Return process was smooth.
2802,17106,2024-05-07,8,free,web,Not sure I'll renew my Plus membership.
2803,8155,2024-04-27,9,free,web,
2804,194,2024-04-28,9,free,web,Product quality could be better.
2805,13204,2024-04-21,8,free,android,
2806,13501,2024-06-19,9,free,web,
2807,20006,2024-05-21,8,free,ios,Would recommend to friends.
2808,9530,2024-05-09,10,free,ios,
2809,4899,2024-06-29,5,free,android,
2810,9104,2024-06-04,6,free,web,
2811,1164,2024-06-08,9,free,ios,
2812,12981,2024-06-22,9,free,ios,
2813,9859,2024-06-08,9,free,android,Checkout process is confusing on mobile.
2814,17310,2024-06-29,5,free,web,
2815,17785,2024-06-22,8,free,web,
2816,15464,2024-05-17,9,free,android,
2817,18271,2024-05-26,10,free,ios,
2818,4172,2024-06-15,8,free,android,
2819,14562,2024-05-29,8,free,web,
2820,11016,2024-05-11,10,free,ios,
2821,19656,2024-06-13,7,free,ios,Return process was smooth.
2822,14647,2024-06-08,8,free,ios,
2823,12345,2024-06-05,9,free,ios,
2824,21953,2024-05-25,10,free,ios,
2825,16504,2024-04-22,10,free,android,
2826,970,2024-05-22,9,free,ios,
2827,15806,2024-05-19,6,free,web,
2828,19682,2024-06-25,10,free,android,Would recommend to friends.
2829,1424,2024-06-10,10,free,android,
2830,16576,2024-06-07,9,free,ios,Found exactly what I needed.
2831,8345,2024-04-02,7,free,web,Shipping was slow this time.
2832,20879,2024-04-08,10,free,ios,
2833,17027,2024-05-05,8,free,ios,Return process was smooth.
2834,3810,2024-04-21,5,free,web,Love the product selection.
2835,8327,2024-05-11,2,free,web,
2836,21289,2024-06-27,9,free,web,Would recommend to friends.
2837,9801,2024-04-03,7,free,web,Customer support was helpful.
2838,15224,2024-04-07,4,free,web,
2839,8370,2024-06-19,6,free,ios,Membership is worth it.
2840,7043,2024-05-06,9,free,android,
2841,3768,2024-04-06,8,free,web,
2842,16281,2024-06-07,9,free,ios,Shipping was slow this time.
2843,11589,2024-06-11,10,free,web,
2844,15932,2024-05-23,8,free,web,
2845,21886,2024-05-11,6,free,android,
2846,15378,2024-04-03,9,free,ios,
2847,11890,2024-06-06,10,free,web,
2848,4531,2024-06-12,8,free,web,
2849,9128,2024-05-14,5,free,web,Membership is worth it.
2850,7786,2024-04-20,9,free,ios,
2851,692,2024-06-11,9,free,android,
2852,10027,2024-04-29,7,free,ios,
2853,1829,2024-06-03,2,free,android,Return process was smooth.
2854,16966,2024-06-01,10,free,web,
2855,8291,2024-05-15,10,free,web,Product didn't match description.
2856,11260,2024-04-06,9,free,ios,App keeps crashing.
2857,21415,2024-06-19,7,free,web,
2858,21686,2024-04-14,10,free,android,
2859,18315,2024-06-21,9,free,ios,
2860,20469,2024-06-17,8,free,web,
2861,20308,2024-06-03,9,free,android,
2862,18838,2024-06-29,4,free,ios,
2863,16891,2024-04-29,10,free,web,Too many emails from NovaMart.
2864,4081,2024-04-07,9,free,web,
2865,5842,2024-06-09,9,free,web,
2866,9621,2024-04-07,4,free,web,
2867,14495,2024-06-29,6,free,web,
2868,13938,2024-06-18,10,free,ios,
2869,18833,2024-05-17,10,free,web,
2870,14891,2024-05-12,10,free,web,
2871,14826,2024-04-08,8,free,web,
2872,4833,2024-04-14,10,free,web,
2873,10970,2024-06-02,9,free,ios,
2874,12487,2024-05-28,10,free,ios,
2875,18226,2024-06-13,10,free,ios,Had trouble with payment.
2876,17035,2024-06-09,6,free,android,
2877,4112,2024-04-10,6,free,android,
2878,15914,2024-05-10,10,free,android,
2879,2621,2024-06-02,10,free,web,
2880,2138,2024-06-28,9,free,ios,
2881,15646,2024-04-29,10,free,android,Membership is worth it.
2882,13612,2024-05-27,5,free,android,
2883,7350,2024-06-14,10,free,web,
2884,4480,2024-05-08,8,free,web,
2885,18280,2024-06-05,5,free,web,Easy to use website.
2886,9320,2024-06-17,4,free,ios,Product didn't match description.
2887,2567,2024-04-30,10,free,web,Love the product selection.
2888,2212,2024-05-31,10,free,web,
2889,15343,2024-06-07,9,free,web,"Great service, fast delivery!"
2890,20544,2024-04-15,9,free,android,Not sure I'll renew my Plus membership.
2891,22058,2024-04-20,9,free,web,Love the product selection.
2892,8210,2024-04-19,3,free,android,Would recommend to friends.
2893,20149,2024-05-10,8,free,ios,Checkout process is confusing on mobile.
2894,586,2024-04-07,0,free,web,
2895,17812,2024-05-19,10,free,web,
2896,20657,2024-04-20,10,free,android,
2897,21765,2024-05-23,9,free,ios,
2898,6998,2024-05-15,10,free,ios,
2899,1185,2024-06-04,6,free,ios,Great deals during sales.
2900,19315,2024-06-20,8,free,android,Product didn't match description.
2901,7874,2024-06-24,10,free,web,Customer support was helpful.
2902,21299,2024-04-02,6,free,ios,
2903,18609,2024-04-05,9,free,ios,Membership is worth it.
2904,21511,2024-04-21,9,free,ios,
2905,11707,2024-04-09,7,free,ios,
2906,2651,2024-05-15,7,free,android,
2907,8164,2024-05-07,10,free,web,
2908,14596,2024-05-13,2,free,ios,
2909,17007,2024-06-27,9,free,android,
2910,6811,2024-04-16,10,free,ios,
2911,10244,2024-05-11,9,free,ios,
2912,18546,2024-04-08,4,free,ios,
2913,11376,2024-05-16,7,free,ios,
