assignment_id,experiment_id,user_id,variant,assigned_date,first_exposure_date
2802,1,22606,treatment,2024-08-07,2024-08-07
2803,1,15778,control,2024-08-06,2024-08-18
2804,1,17553,treatment,2024-08-02,2024-08-15
2805,1,19711,control,2024-08-02,2024-08-06
2806,1,24897,treatment,2024-08-02,2024-08-02
2807,1,9553,control,2024-08-03,2024-08-11
2808,1,2537,treatment,2024-08-02,2024-08-04
2809,1,16865,control,2024-08-02,2024-08-07
2810,1,9556,treatment,2024-08-06,2024-08-14
2811,1,3103,control,2024-08-01,2024-08-05
2812,1,3718,treatment,2024-08-05,2024-08-11
2813,1,22695,control,2024-08-05,2024-08-17
2814,1,16274,treatment,2024-08-03,2024-08-03
2815,1,10451,control,2024-08-06,2024-08-12
2816,1,18258,treatment,2024-08-02,2024-08-08
2817,1,3341,control,2024-08-05,2024-08-07
2818,1,13019,treatment,2024-08-02,2024-08-14
2819,1,264,control,2024-08-01,2024-08-01
2820,1,8968,treatment,2024-08-05,2024-08-06
2821,1,16898,control,2024-08-06,2024-08-18
2822,1,11542,treatment,2024-08-04,2024-08-13
2823,1,16084,control,2024-08-05,2024-08-08
2824,1,24875,treatment,2024-08-07,2024-08-12
2825,1,23977,control,2024-08-02,2024-08-14
2826,1,2866,treatment,2024-08-07,2024-08-08
2827,1,7710,control,2024-08-07,2024-08-12
2828,1,1998,treatment,2024-08-01,2024-08-01
2829,1,12684,control,2024-08-05,2024-08-05
2830,1,14869,treatment,2024-08-02,2024-08-10
2831,1,11043,control,2024-08-05,2024-08-05
2832,1,8540,treatment,2024-08-01,2024-08-04
2833,1,6957,control,2024-08-02,2024-08-15
2834,1,20273,treatment,2024-08-05,2024-08-09
2835,1,16987,control,2024-08-02,2024-08-10
2836,1,21308,treatment,2024-08-02,2024-08-14
2837,1,7834,control,2024-08-01,2024-08-14
2838,1,6875,treatment,2024-08-04,2024-08-05
2839,1,3165,control,2024-08-02,2024-08-14
2840,1,5028,treatment,2024-08-01,2024-08-13
2841,1,11053,control,2024-08-04,2024-08-09
2842,1,1617,treatment,2024-08-01,2024-08-01
2843,1,20995,control,2024-08-02,2024-08-05
2844,1,26002,treatment,2024-08-04,2024-08-08
2845,1,8004,control,2024-08-06,2024-08-11
2846,1,17838,treatment,2024-08-04,2024-08-09
2847,1,17043,control,2024-08-07,2024-08-11
2848,1,16555,treatment,2024-08-03,2024-08-05
2849,1,22862,control,2024-08-05,2024-08-15
2850,1,14269,treatment,2024-08-07,2024-08-13
2851,1,26351,control,2024-08-01,2024-08-06
2852,1,19750,treatment,2024-08-07,2024-08-11
2853,1,680,control,2024-08-03,2024-08-12
2854,1,19870,treatment,2024-08-05,2024-08-16
2855,1,25308,control,2024-08-02,2024-08-12
2856,1,17696,treatment,2024-08-01,2024-08-14
2857,1,8785,control,2024-08-07,2024-08-17
2858,1,7895,treatment,2024-08-06,2024-08-18
2859,1,3040,control,2024-08-01,2024-08-08
2860,1,4496,treatment,2024-08-04,2024-08-17
2861,1,26001,control,2024-08-01,2024-08-05
2862,1,12822,treatment,2024-08-01,2024-08-11
2863,1,25026,control,2024-08-07,2024-08-17
2864,1,15122,treatment,2024-08-02,2024-08-04
2865,1,15086,control,2024-08-01,2024-08-03
2866,1,4979,treatment,2024-08-05,2024-08-17
2867,1,13410,control,2024-08-03,2024-08-09
2868,1,22558,treatment,2024-08-03,2024-08-13
2869,1,22163,control,2024-08-04,2024-08-10
2870,1,26352,treatment,2024-08-02,2024-08-11
2871,1,12250,control,2024-08-03,2024-08-10
2872,1,16200,treatment,2024-08-01,2024-08-11
2873,1,14737,control,2024-08-05,2024-08-18
2874,1,24337,treatment,2024-08-07,2024-08-11
2875,1,14451,control,2024-08-02,2024-08-06
2876,1,17347,treatment,2024-08-05,2024-08-10
2877,1,5913,control,2024-08-04,2024-08-15
2878,1,7856,treatment,2024-08-01,2024-08-04
2879,1,26142,control,2024-08-01,2024-08-03
2880,1,1786,treatment,2024-08-05,2024-08-06
2881,1,25772,control,2024-08-01,2024-08-13
2882,1,5178,treatment,2024-08-06,2024-08-19
2883,1,20687,control,2024-08-03,2024-08-09
2884,1,611,treatment,2024-08-06,2024-08-08
2885,1,14041,control,2024-08-06,2024-08-18
2886,1,7118,treatment,2024-08-06,2024-08-15
2887,1,2266,control,2024-08-06,2024-08-08
2888,1,9007,treatment,2024-08-07,2024-08-15
2889,1,8438,control,2024-08-05,2024-08-07
2890,1,14706,treatment,2024-08-03,2024-08-14
2891,1,14238,control,2024-08-04,2024-08-10
2892,1,19082,treatment,2024-08-01,2024-08-14
2893,1,770,control,2024-08-06,2024-08-06
2894,1,18583,treatment,2024-08-01,2024-08-07
2895,1,4417,control,2024-08-06,2024-08-12
2896,1,16762,treatment,2024-08-03,2024-08-09
2897,1,1840,control,2024-08-03,2024-08-08
2898,1,6238,treatment,2024-08-05,2024-08-08
2899,1,22126,control,2024-08-07,2024-08-09
2900,1,9886,treatment,2024-08-01,2024-08-04
2901,1,23899,control,2024-08-05,2024-08-17
2902,1,22951,treatment,2024-08-03,2024-08-12
2903,1,25240,control,2024-08-01,2024-08-04
2904,1,19127,treatment,2024-08-01,2024-08-14
2905,1,1376,control,2024-08-07,2024-08-09
2906,1,19084,treatment,2024-08-03,2024-08-03
2907,1,1249,control,2024-08-07,2024-08-16
2908,1,4400,treatment,2024-08-01,2024-08-02
2909,1,24119,control,2024-08-06,2024-08-11
2910,1,8165,treatment,2024-08-07,2024-08-14
2911,1,11879,control,2024-08-04,2024-08-09
2912,1,5197,treatment,2024-08-01,2024-08-05
2913,1,14886,control,2024-08-02,2024-08-03
2914,1,410,treatment,2024-08-03,2024-08-13
2915,1,12305,control,2024-08-01,2024-08-14
2916,1,20140,treatment,2024-08-02,2024-08-04
2917,1,18343,control,2024-08-02,2024-08-14
2918,1,12288,treatment,2024-08-04,2024-08-09
2919,1,25669,control,2024-08-07,2024-08-08
2920,1,25238,treatment,2024-08-03,2024-08-13
2921,1,17901,control,2024-08-03,2024-08-05
2922,1,4099,treatment,2024-08-02,2024-08-05
2923,1,21700,control,2024-08-05,2024-08-13
2924,1,25880,treatment,2024-08-02,2024-08-05
2925,1,1877,control,2024-08-05,2024-08-09
2926,1,26014,treatment,2024-08-01,2024-08-06
2927,1,16040,control,2024-08-05,2024-08-08
2928,1,25905,treatment,2024-08-04,2024-08-05
2929,1,20793,control,2024-08-04,2024-08-10
2930,1,5545,treatment,2024-08-06,2024-08-14
2931,1,19092,control,2024-08-06,2024-08-17
2932,1,23676,treatment,2024-08-03,2024-08-08
2933,1,22386,control,2024-08-01,2024-08-10
2934,1,11977,treatment,2024-08-03,2024-08-12
2935,1,25479,control,2024-08-04,2024-08-16
2936,1,11952,treatment,2024-08-03,2024-08-10
2937,1,22204,control,2024-08-07,2024-08-18
2938,1,8982,treatment,2024-08-02,2024-08-07
2939,1,13541,control,2024-08-03,2024-08-05
2940,1,16569,treatment,2024-08-06,2024-08-06
2941,1,6203,control,2024-08-02,2024-08-03
2942,1,1884,treatment,2024-08-06,2024-08-17
2943,1,1073,control,2024-08-02,2024-08-09
2944,1,21978,treatment,2024-08-03,2024-08-04
2945,1,6803,control,2024-08-04,2024-08-11
2946,1,6535,treatment,2024-08-07,2024-08-18
2947,1,25289,control,2024-08-07,2024-08-20
2948,1,15878,treatment,2024-08-07,2024-08-11
2949,1,16326,control,2024-08-01,2024-08-12
2950,1,19706,treatment,2024-08-06,2024-08-17
2951,1,19640,control,2024-08-07,2024-08-07
2952,1,8750,treatment,2024-08-01,2024-08-02
2953,1,17577,control,2024-08-03,2024-08-06
2954,1,13573,treatment,2024-08-05,2024-08-09
2955,1,4734,control,2024-08-07,2024-08-16
2956,1,22787,treatment,2024-08-02,2024-08-06
2957,1,17798,control,2024-08-07,2024-08-10
2958,1,15689,treatment,2024-08-01,2024-08-02
2959,1,10733,control,2024-08-05,2024-08-14
2960,1,15575,treatment,2024-08-03,2024-08-03
2961,1,23969,control,2024-08-06,2024-08-19
2962,1,15340,treatment,2024-08-04,2024-08-13
2963,1,10321,control,2024-08-05,2024-08-18
2964,1,24987,treatment,2024-08-07,2024-08-17
2965,1,13872,control,2024-08-06,2024-08-13
2966,1,13543,treatment,2024-08-06,2024-08-09
2967,1,24497,control,2024-08-01,2024-08-04
2968,1,23779,treatment,2024-08-06,2024-08-15
2969,1,23004,control,2024-08-01,2024-08-14
2970,1,9996,treatment,2024-08-03,2024-08-03
2971,1,8353,control,2024-08-02,2024-08-10
2972,1,24678,treatment,2024-08-02,2024-08-09
2973,1,12643,control,2024-08-02,2024-08-12
2974,1,8429,treatment,2024-08-07,2024-08-10
2975,1,3474,control,2024-08-02,2024-08-14
2976,1,9550,treatment,2024-08-01,2024-08-07
2977,1,16604,control,2024-08-05,2024-08-15
2978,1,23534,treatment,2024-08-06,2024-08-14
2979,1,17292,control,2024-08-03,2024-08-04
2980,1,10978,treatment,2024-08-04,2024-08-04
2981,1,23555,control,2024-08-05,2024-08-18
2982,1,26038,treatment,2024-08-02,2024-08-07
2983,1,5216,control,2024-08-06,2024-08-12
2984,1,25368,treatment,2024-08-04,2024-08-15
2985,1,17290,control,2024-08-06,2024-08-18
2986,1,19526,treatment,2024-08-02,2024-08-04
2987,1,6696,control,2024-08-02,2024-08-04
2988,1,2147,treatment,2024-08-07,2024-08-18
2989,1,8091,control,2024-08-01,2024-08-06
2990,1,26447,treatment,2024-08-07,2024-08-11
2991,1,187,control,2024-08-01,2024-08-10
2992,1,22489,treatment,2024-08-03,2024-08-08
2993,1,5527,control,2024-08-06,2024-08-06
2994,1,17338,treatment,2024-08-06,2024-08-11
2995,1,25395,control,2024-08-05,2024-08-08
2996,1,19041,treatment,2024-08-01,2024-08-13
2997,1,4607,control,2024-08-02,2024-08-05
2998,1,8986,treatment,2024-08-07,2024-08-11
2999,1,2596,control,2024-08-03,2024-08-03
3000,1,6355,treatment,2024-08-03,2024-08-14
3001,1,5349,control,2024-08-05,2024-08-13
3002,1,4765,treatment,2024-08-02,2024-08-11
3003,1,23045,control,2024-08-04,2024-08-14
3004,1,23755,treatment,2024-08-07,2024-08-15
3005,1,22426,control,2024-08-05,2024-08-10
3006,1,20369,treatment,2024-08-04,2024-08-12
3007,1,8813,control,2024-08-01,2024-08-11
3008,1,18432,treatment,2024-08-07,2024-08-08
3009,1,8881,control,2024-08-03,2024-08-08
3010,1,4264,treatment,2024-08-07,2024-08-11
3011,1,23634,control,2024-08-04,2024-08-13
3012,1,8039,treatment,2024-08-05,2024-08-16
3013,1,9571,control,2024-08-06,2024-08-11
3014,1,2403,treatment,2024-08-05,2024-08-14
3015,1,6025,control,2024-08-03,2024-08-06
3016,1,18814,treatment,2024-08-04,2024-08-04
3017,1,8482,control,2024-08-02,2024-08-13
3018,1,10309,treatment,2024-08-06,2024-08-15
3019,1,8910,control,2024-08-05,2024-08-08
3020,1,18193,treatment,2024-08-06,2024-08-15
3021,1,18248,control,2024-08-03,2024-08-14
3022,1,25453,treatment,2024-08-07,2024-08-13
3023,1,18115,control,2024-08-01,2024-08-10
3024,1,24477,treatment,2024-08-06,2024-08-12
3025,1,9678,control,2024-08-03,2024-08-13
3026,1,21961,treatment,2024-08-04,2024-08-16
3027,1,9435,control,2024-08-02,2024-08-03
3028,1,7060,treatment,2024-08-07,2024-08-16
3029,1,279,control,2024-08-07,2024-08-13
3030,1,208,treatment,2024-08-03,2024-08-08
3031,1,17742,control,2024-08-03,2024-08-16
3032,1,17855,treatment,2024-08-03,2024-08-04
3033,1,18912,control,2024-08-04,2024-08-05
3034,1,21466,treatment,2024-08-02,2024-08-06
3035,1,3228,control,2024-08-07,2024-08-18
3036,1,2529,treatment,2024-08-02,2024-08-13
3037,1,9260,control,2024-08-07,2024-08-11
3038,1,9487,treatment,2024-08-05,2024-08-10
3039,1,11809,control,2024-08-03,2024-08-11
3040,1,7032,treatment,2024-08-06,2024-08-13
3041,1,5290,control,2024-08-01,2024-08-14
3042,1,13614,treatment,2024-08-01,2024-08-04
3043,1,9436,control,2024-08-04,2024-08-15
3044,1,7468,treatment,2024-08-07,2024-08-19
3045,1,646,control,2024-08-05,2024-08-15
3046,1,8260,treatment,2024-08-04,2024-08-15
3047,1,18197,control,2024-08-02,2024-08-12
3048,1,13332,treatment,2024-08-05,2024-08-16
3049,1,17784,control,2024-08-02,2024-08-10
3050,1,18772,treatment,2024-08-06,2024-08-17
3051,1,22119,control,2024-08-03,2024-08-12
3052,1,6186,treatment,2024-08-03,2024-08-08
3053,1,10068,control,2024-08-06,2024-08-13
3054,1,6332,treatment,2024-08-07,2024-08-07
3055,1,20117,control,2024-08-01,2024-08-14
3056,1,18761,treatment,2024-08-03,2024-08-11
3057,1,7262,control,2024-08-03,2024-08-07
3058,1,23273,treatment,2024-08-07,2024-08-20
3059,1,18254,control,2024-08-04,2024-08-12
3060,1,4369,treatment,2024-08-02,2024-08-06
3061,1,200,control,2024-08-02,2024-08-10
3062,1,1724,treatment,2024-08-06,2024-08-14
3063,1,24436,control,2024-08-07,2024-08-14
3064,1,21955,treatment,2024-08-01,2024-08-10
3065,1,9596,control,2024-08-02,2024-08-09
3066,1,17795,treatment,2024-08-06,2024-08-06
3067,1,482,control,2024-08-01,2024-08-05
3068,1,2815,treatment,2024-08-03,2024-08-10
3069,1,23163,control,2024-08-07,2024-08-10
3070,1,7401,treatment,2024-08-07,2024-08-10
3071,1,12369,control,2024-08-02,2024-08-14
3072,1,9044,treatment,2024-08-07,2024-08-07
3073,1,4946,control,2024-08-01,2024-08-14
3074,1,17425,treatment,2024-08-04,2024-08-16
3075,1,10545,control,2024-08-07,2024-08-10
3076,1,20618,treatment,2024-08-04,2024-08-11
3077,1,3974,control,2024-08-07,2024-08-16
3078,1,20154,treatment,2024-08-07,2024-08-14
3079,1,24823,control,2024-08-04,2024-08-14
3080,1,3822,treatment,2024-08-04,2024-08-10
3081,1,21851,control,2024-08-06,2024-08-19
3082,1,16770,treatment,2024-08-07,2024-08-13
3083,1,16946,control,2024-08-06,2024-08-14
3084,1,8965,treatment,2024-08-01,2024-08-05
3085,1,17939,control,2024-08-06,2024-08-17
3086,1,6337,treatment,2024-08-03,2024-08-12
3087,1,16193,control,2024-08-06,2024-08-15
3088,1,16011,treatment,2024-08-02,2024-08-12
3089,1,19517,control,2024-08-07,2024-08-18
3090,1,2179,treatment,2024-08-05,2024-08-12
3091,1,12905,control,2024-08-07,2024-08-11
3092,1,6581,treatment,2024-08-04,2024-08-14
3093,1,6252,control,2024-08-04,2024-08-14
3094,1,17683,treatment,2024-08-04,2024-08-17
3095,1,22255,control,2024-08-01,2024-08-05
3096,1,16718,treatment,2024-08-04,2024-08-16
3097,1,10592,control,2024-08-06,2024-08-08
3098,1,12154,treatment,2024-08-07,2024-08-11
3099,1,18921,control,2024-08-06,2024-08-15
3100,1,25628,treatment,2024-08-07,2024-08-13
3101,1,9644,control,2024-08-02,2024-08-02
3102,1,1462,treatment,2024-08-02,2024-08-02
3103,1,1341,control,2024-08-03,2024-08-16
3104,1,865,treatment,2024-08-05,2024-08-16
3105,1,24402,control,2024-08-06,2024-08-08
3106,1,15,treatment,2024-08-07,2024-08-18
3107,1,1183,control,2024-08-07,2024-08-10
3108,1,18398,treatment,2024-08-05,2024-08-15
3109,1,4311,control,2024-08-04,2024-08-12
3110,1,7833,treatment,2024-08-07,2024-08-18
3111,1,22509,control,2024-08-05,2024-08-10
3112,1,12370,treatment,2024-08-03,2024-08-05
3113,1,18822,control,2024-08-05,2024-08-16
3114,1,5691,treatment,2024-08-03,2024-08-09
3115,1,8002,control,2024-08-04,2024-08-07
3116,1,18608,treatment,2024-08-07,2024-08-11
3117,1,13694,control,2024-08-07,2024-08-12
3118,1,20889,treatment,2024-08-03,2024-08-07
3119,1,21545,control,2024-08-06,2024-08-13
3120,1,22683,treatment,2024-08-06,2024-08-16
3121,1,3740,control,2024-08-01,2024-08-10
3122,1,10462,treatment,2024-08-07,2024-08-11
3123,1,607,control,2024-08-07,2024-08-09
3124,1,19621,treatment,2024-08-07,2024-08-12
3125,1,20772,control,2024-08-01,2024-08-06
3126,1,5574,treatment,2024-08-02,2024-08-02
3127,1,17319,control,2024-08-02,2024-08-12
3128,1,16820,treatment,2024-08-05,2024-08-12
3129,1,7152,control,2024-08-02,2024-08-12
3130,1,10661,treatment,2024-08-02,2024-08-02
3131,1,8105,control,2024-08-04,2024-08-16
3132,1,20,treatment,2024-08-05,2024-08-14
3133,1,4934,control,2024-08-05,2024-08-08
3134,1,457,treatment,2024-08-05,2024-08-12
3135,1,25446,control,2024-08-04,2024-08-17
3136,1,6860,treatment,2024-08-07,2024-08-08
3137,1,16684,control,2024-08-04,2024-08-10
3138,1,14080,treatment,2024-08-04,2024-08-13
3139,1,17213,control,2024-08-06,2024-08-11
3140,1,21344,treatment,2024-08-07,2024-08-19
3141,1,15394,control,2024-08-05,2024-08-07
3142,1,3435,treatment,2024-08-03,2024-08-04
3143,1,18539,control,2024-08-05,2024-08-11
3144,1,12583,treatment,2024-08-06,2024-08-17
3145,1,24812,control,2024-08-01,2024-08-03
3146,1,6456,treatment,2024-08-05,2024-08-08
3147,1,6042,control,2024-08-03,2024-08-11
3148,1,18423,treatment,2024-08-02,2024-08-09
3149,1,21785,control,2024-08-02,2024-08-10
3150,1,4182,treatment,2024-08-05,2024-08-08
3151,1,23868,control,2024-08-05,2024-08-14
3152,1,18552,treatment,2024-08-05,2024-08-12
3153,1,9499,control,2024-08-02,2024-08-12
3154,1,15392,treatment,2024-08-06,2024-08-18
3155,1,2570,control,2024-08-04,2024-08-10
3156,1,9145,treatment,2024-08-02,2024-08-13
3157,1,10038,control,2024-08-04,2024-08-09
3158,1,12658,treatment,2024-08-01,2024-08-11
3159,1,13978,control,2024-08-04,2024-08-09
3160,1,6104,treatment,2024-08-02,2024-08-11
3161,1,13492,control,2024-08-07,2024-08-07
3162,1,15932,treatment,2024-08-01,2024-08-02
3163,1,2453,control,2024-08-01,2024-08-04
3164,1,13422,treatment,2024-08-05,2024-08-15
3165,1,5270,control,2024-08-03,2024-08-11
3166,1,1522,treatment,2024-08-07,2024-08-18
3167,1,6308,control,2024-08-04,2024-08-09
3168,1,24336,treatment,2024-08-02,2024-08-10
3169,1,16536,control,2024-08-04,2024-08-07
3170,1,19163,treatment,2024-08-07,2024-08-16
3171,1,4655,control,2024-08-04,2024-08-12
3172,1,5400,treatment,2024-08-01,2024-08-05
3173,1,16721,control,2024-08-06,2024-08-19
3174,1,11950,treatment,2024-08-07,2024-08-13
3175,1,21232,control,2024-08-03,2024-08-15
3176,1,23052,treatment,2024-08-04,2024-08-15
3177,1,22879,control,2024-08-05,2024-08-09
3178,1,7480,treatment,2024-08-05,2024-08-17
3179,1,5190,control,2024-08-02,2024-08-02
3180,1,152,treatment,2024-08-04,2024-08-15
3181,1,9409,control,2024-08-07,2024-08-07
3182,1,5447,treatment,2024-08-04,2024-08-06
3183,1,19917,control,2024-08-05,2024-08-09
3184,1,17090,treatment,2024-08-03,2024-08-10
3185,1,17864,control,2024-08-05,2024-08-14
3186,1,10508,treatment,2024-08-07,2024-08-12
3187,1,17843,control,2024-08-03,2024-08-04
3188,1,19468,treatment,2024-08-03,2024-08-16
3189,1,7155,control,2024-08-02,2024-08-02
3190,1,16092,treatment,2024-08-04,2024-08-12
3191,1,16374,control,2024-08-07,2024-08-16
3192,1,25254,treatment,2024-08-04,2024-08-12
3193,1,10863,control,2024-08-05,2024-08-14
3194,1,14059,treatment,2024-08-01,2024-08-06
3195,1,6162,control,2024-08-04,2024-08-10
3196,1,14842,treatment,2024-08-03,2024-08-13
3197,1,6880,control,2024-08-05,2024-08-07
3198,1,12631,treatment,2024-08-07,2024-08-17
3199,1,26019,control,2024-08-06,2024-08-06
3200,1,26243,treatment,2024-08-05,2024-08-07
3201,1,14665,control,2024-08-07,2024-08-10
3202,1,7575,treatment,2024-08-06,2024-08-08
3203,1,19904,control,2024-08-03,2024-08-15
3204,1,8285,treatment,2024-08-03,2024-08-06
3205,1,881,control,2024-08-03,2024-08-06
3206,1,10063,treatment,2024-08-07,2024-08-15
3207,1,13248,control,2024-08-04,2024-08-06
3208,1,22287,treatment,2024-08-01,2024-08-08
3209,1,13778,control,2024-08-03,2024-08-10
3210,1,8868,treatment,2024-08-02,2024-08-04
3211,1,25357,control,2024-08-01,2024-08-07
3212,1,19721,treatment,2024-08-06,2024-08-10
3213,1,2892,control,2024-08-03,2024-08-10
3214,1,14043,treatment,2024-08-06,2024-08-13
3215,1,2153,control,2024-08-01,2024-08-05
3216,1,12318,treatment,2024-08-02,2024-08-04
3217,1,6166,control,2024-08-02,2024-08-06
3218,1,22170,treatment,2024-08-05,2024-08-08
3219,1,848,control,2024-08-07,2024-08-19
3220,1,23862,treatment,2024-08-01,2024-08-02
3221,1,10301,control,2024-08-06,2024-08-07
3222,1,19679,treatment,2024-08-07,2024-08-16
3223,1,2139,control,2024-08-02,2024-08-02
3224,1,2706,treatment,2024-08-07,2024-08-10
3225,1,4916,control,2024-08-02,2024-08-12
3226,1,3192,treatment,2024-08-04,2024-08-17
3227,1,7014,control,2024-08-01,2024-08-08
3228,1,22076,treatment,2024-08-05,2024-08-16
3229,1,7507,control,2024-08-01,2024-08-05
3230,1,18753,treatment,2024-08-05,2024-08-15
3231,1,772,control,2024-08-07,2024-08-09
3232,1,8987,treatment,2024-08-02,2024-08-06
3233,1,26087,control,2024-08-05,2024-08-10
3234,1,16291,treatment,2024-08-04,2024-08-13
3235,1,8352,control,2024-08-01,2024-08-08
3236,1,15203,treatment,2024-08-04,2024-08-12
3237,1,16995,control,2024-08-01,2024-08-12
3238,1,2367,treatment,2024-08-07,2024-08-13
3239,1,17145,control,2024-08-05,2024-08-05
3240,1,21698,treatment,2024-08-06,2024-08-14
3241,1,21994,control,2024-08-04,2024-08-04
3242,1,9275,treatment,2024-08-05,2024-08-06
3243,1,4358,control,2024-08-02,2024-08-10
3244,1,18731,treatment,2024-08-07,2024-08-13
3245,1,7077,control,2024-08-06,2024-08-06
3246,1,18949,treatment,2024-08-05,2024-08-05
3247,1,19842,control,2024-08-06,2024-08-12
3248,1,23787,treatment,2024-08-07,2024-08-07
3249,1,24502,control,2024-08-01,2024-08-01
3250,1,9732,treatment,2024-08-03,2024-08-14
3251,1,21627,control,2024-08-01,2024-08-10
3252,1,4364,treatment,2024-08-04,2024-08-12
3253,1,14290,control,2024-08-06,2024-08-12
3254,1,19511,treatment,2024-08-04,2024-08-06
3255,1,868,control,2024-08-06,2024-08-14
3256,1,11540,treatment,2024-08-02,2024-08-06
3257,1,7887,control,2024-08-05,2024-08-10
3258,1,3128,treatment,2024-08-05,2024-08-09
3259,1,9159,control,2024-08-04,2024-08-12
3260,1,9330,treatment,2024-08-02,2024-08-08
3261,1,25909,control,2024-08-04,2024-08-10
3262,1,12045,treatment,2024-08-06,2024-08-13
3263,1,26180,control,2024-08-04,2024-08-15
3264,1,22003,treatment,2024-08-03,2024-08-09
3265,1,19038,control,2024-08-02,2024-08-06
3266,1,7813,treatment,2024-08-01,2024-08-07
3267,1,22350,control,2024-08-01,2024-08-12
3268,1,13051,treatment,2024-08-06,2024-08-19
3269,1,26286,control,2024-08-03,2024-08-12
3270,1,22901,treatment,2024-08-06,2024-08-08
3271,1,18765,control,2024-08-07,2024-08-14
3272,1,2119,treatment,2024-08-04,2024-08-14
3273,1,14852,control,2024-08-02,2024-08-15
3274,1,13430,treatment,2024-08-05,2024-08-07
3275,1,21534,control,2024-08-05,2024-08-16
3276,1,15048,treatment,2024-08-05,2024-08-11
3277,1,25295,control,2024-08-05,2024-08-06
3278,1,11412,treatment,2024-08-05,2024-08-09
3279,1,22923,control,2024-08-05,2024-08-10
3280,1,10388,treatment,2024-08-02,2024-08-14
3281,1,9142,control,2024-08-04,2024-08-17
3282,1,8614,treatment,2024-08-06,2024-08-08
3283,1,23858,control,2024-08-06,2024-08-17
3284,1,23788,treatment,2024-08-06,2024-08-17
3285,1,13519,control,2024-08-07,2024-08-09
3286,1,24954,treatment,2024-08-07,2024-08-12
3287,1,2089,control,2024-08-02,2024-08-15
3288,1,7599,treatment,2024-08-01,2024-08-03
3289,1,8683,control,2024-08-03,2024-08-16
3290,1,9618,treatment,2024-08-05,2024-08-16
3291,1,5953,control,2024-08-07,2024-08-08
3292,1,5579,treatment,2024-08-07,2024-08-07
3293,1,17538,control,2024-08-06,2024-08-18
3294,1,11304,treatment,2024-08-06,2024-08-16
3295,1,12407,control,2024-08-01,2024-08-07
3296,1,2885,treatment,2024-08-07,2024-08-17
3297,1,18994,control,2024-08-05,2024-08-05
3298,1,13549,treatment,2024-08-04,2024-08-14
3299,1,24283,control,2024-08-04,2024-08-05
3300,1,6492,treatment,2024-08-07,2024-08-13
3301,1,24900,control,2024-08-04,2024-08-06
3302,1,17989,treatment,2024-08-06,2024-08-11
3303,1,26416,control,2024-08-07,2024-08-18
3304,1,2840,treatment,2024-08-07,2024-08-15
3305,1,12593,control,2024-08-06,2024-08-07
3306,1,26231,treatment,2024-08-06,2024-08-11
3307,1,14428,control,2024-08-01,2024-08-10
3308,1,21480,treatment,2024-08-03,2024-08-14
3309,1,25438,control,2024-08-01,2024-08-07
3310,1,9520,treatment,2024-08-07,2024-08-10
3311,1,15378,control,2024-08-01,2024-08-06
3312,1,6774,treatment,2024-08-04,2024-08-13
3313,1,22869,control,2024-08-05,2024-08-07
3314,1,530,treatment,2024-08-04,2024-08-14
3315,1,3300,control,2024-08-03,2024-08-08
3316,1,9116,treatment,2024-08-03,2024-08-06
3317,1,6890,control,2024-08-01,2024-08-14
3318,1,17721,treatment,2024-08-01,2024-08-12
3319,1,6065,control,2024-08-02,2024-08-14
3320,1,10712,treatment,2024-08-03,2024-08-11
3321,1,19737,control,2024-08-02,2024-08-08
3322,1,13482,treatment,2024-08-07,2024-08-07
3323,1,20025,control,2024-08-03,2024-08-09
3324,1,14662,treatment,2024-08-02,2024-08-05
3325,1,15143,control,2024-08-03,2024-08-06
3326,1,845,treatment,2024-08-01,2024-08-13
3327,1,20423,control,2024-08-05,2024-08-17
3328,1,8219,treatment,2024-08-05,2024-08-14
3329,1,5734,control,2024-08-05,2024-08-12
3330,1,6213,treatment,2024-08-04,2024-08-06
3331,1,22035,control,2024-08-04,2024-08-13
3332,1,11557,treatment,2024-08-07,2024-08-15
3333,1,968,control,2024-08-07,2024-08-09
3334,1,18301,treatment,2024-08-07,2024-08-12
3335,1,12509,control,2024-08-06,2024-08-18
3336,1,3349,treatment,2024-08-01,2024-08-05
3337,1,2268,control,2024-08-06,2024-08-08
3338,1,704,treatment,2024-08-06,2024-08-14
3339,1,3157,control,2024-08-02,2024-08-07
3340,1,3164,treatment,2024-08-06,2024-08-06
3341,1,14803,control,2024-08-05,2024-08-06
3342,1,26215,treatment,2024-08-03,2024-08-14
3343,1,24010,control,2024-08-05,2024-08-15
3344,1,12229,treatment,2024-08-05,2024-08-09
3345,1,20647,control,2024-08-07,2024-08-20
3346,1,24817,treatment,2024-08-04,2024-08-11
3347,1,1914,control,2024-08-05,2024-08-05
3348,1,1284,treatment,2024-08-02,2024-08-15
3349,1,5809,control,2024-08-03,2024-08-15
3350,1,13346,treatment,2024-08-02,2024-08-13
3351,1,25222,control,2024-08-06,2024-08-06
3352,1,6208,treatment,2024-08-07,2024-08-14
3353,1,19262,control,2024-08-02,2024-08-13
3354,1,20583,treatment,2024-08-07,2024-08-11
3355,1,14337,control,2024-08-03,2024-08-14
3356,1,22823,treatment,2024-08-03,2024-08-13
3357,1,12344,control,2024-08-01,2024-08-10
3358,1,10227,treatment,2024-08-01,2024-08-11
3359,1,18047,control,2024-08-07,2024-08-18
3360,1,6758,treatment,2024-08-06,2024-08-18
