order_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total
24248,15046,44,1,43.49,6.52,36.97
24249,15047,54,1,33.44,5.02,28.42
24250,15047,104,1,7.47,1.12,6.35
24251,15048,479,1,14.2,2.13,12.07
24252,15048,110,1,45.46,6.82,38.64
24253,15049,80,1,16.84,2.53,14.31
24254,15050,353,1,9.26,1.39,7.87
24255,15051,223,2,86.51,25.95,147.07
24256,15051,335,1,107.51,16.13,91.38
24257,15052,288,2,60.64,18.19,103.09
24258,15052,129,1,71.89,10.78,61.11
24259,15053,465,1,11.01,1.65,9.36
24260,15054,322,1,57.91,8.69,49.22
24261,15055,390,1,108.84,16.33,92.51
24262,15055,3,1,10.0,1.5,8.5
24263,15056,270,1,66.45,9.97,56.48
24264,15056,295,1,14.63,2.19,12.44
24265,15056,8,1,13.3,2.0,11.3
24266,15057,309,1,76.43,11.46,64.97
24267,15057,128,1,18.81,2.82,15.99
24268,15058,355,1,39.7,5.96,33.74
24269,15058,84,2,92.75,27.82,157.68
24270,15058,443,1,9.92,1.49,8.43
24271,15059,208,1,27.5,4.12,23.38
24272,15059,220,1,39.22,5.88,33.34
24273,15060,20,1,73.8,11.07,62.73
24274,15060,326,1,21.54,3.23,18.31
24275,15061,169,1,8.47,1.27,7.2
24276,15061,128,1,18.81,2.82,15.99
24277,15061,19,1,5.99,0.9,5.09
24278,15062,118,1,144.01,21.6,122.41
24279,15062,44,2,43.49,13.05,73.93
24280,15063,18,1,9.06,1.36,7.7
24281,15064,277,1,36.49,5.47,31.02
24282,15064,350,1,28.29,4.24,24.05
24283,15065,490,1,67.32,10.1,57.22
24284,15066,261,2,9.73,2.92,16.54
24285,15067,232,2,48.52,14.56,82.48
24286,15067,383,1,50.19,7.53,42.66
24287,15068,158,1,30.49,4.57,25.92
24288,15069,206,2,28.91,8.67,49.15
24289,15069,198,1,98.57,14.79,83.78
24290,15070,25,1,69.73,10.46,59.27
24291,15071,144,1,19.01,2.85,16.16
24292,15072,302,1,45.96,6.89,39.07
24293,15073,112,1,13.43,2.01,11.42
24294,15073,365,1,23.89,3.58,20.31
24295,15074,335,2,107.51,32.25,182.77
24296,15074,264,1,44.68,6.7,37.98
24297,15075,409,1,6.18,0.93,5.25
24298,15075,347,1,47.66,7.15,40.51
24299,15076,415,1,92.83,13.92,78.91
24300,15077,453,1,14.91,2.24,12.67
24301,15078,332,1,36.15,5.42,30.73
24302,15078,292,1,22.18,3.33,18.85
24303,15078,260,1,47.98,7.2,40.78
24304,15079,178,1,48.57,7.29,41.28
24305,15079,200,2,25.68,7.7,43.66
24306,15080,323,1,35.93,5.39,30.54
24307,15081,211,1,47.4,7.11,40.29
24308,15081,339,1,47.27,7.09,40.18
24309,15082,300,1,43.46,6.52,36.94
24310,15083,58,1,34.75,5.21,29.54
24311,15084,284,1,33.19,4.98,28.21
24312,15085,154,1,7.29,1.09,6.2
24313,15086,240,1,120.72,18.11,102.61
24314,15087,354,1,15.95,2.39,13.56
24315,15087,460,1,11.51,1.73,9.78
24316,15088,28,1,24.6,3.69,20.91
24317,15088,251,1,30.42,4.56,25.86
24318,15088,55,1,38.95,5.84,33.11
24319,15089,71,2,12.18,3.65,20.71
24320,15089,487,1,16.39,2.46,13.93
24321,15090,104,1,7.47,1.12,6.35
24322,15090,161,1,70.68,10.6,60.08
24323,15091,438,1,5.99,0.9,5.09
24324,15092,298,1,25.29,3.79,21.5
24325,15092,271,1,108.14,16.22,91.92
24326,15093,346,1,14.05,2.11,11.94
24327,15093,27,1,50.05,7.51,42.54
24328,15093,78,1,75.24,11.29,63.95
24329,15094,351,1,13.58,2.04,11.54
24330,15094,331,1,28.13,4.22,23.91
24331,15095,375,1,88.33,13.25,75.08
24332,15095,447,1,139.97,21.0,118.97
24333,15095,488,1,205.47,30.82,174.65
24334,15096,386,1,11.19,1.68,9.51
24335,15097,208,1,27.5,4.12,23.38
24336,15097,46,2,35.41,10.62,60.2
24337,15098,339,1,47.27,7.09,40.18
24338,15098,39,1,47.18,7.08,40.1
24339,15098,310,1,85.64,12.85,72.79
24340,15099,254,2,14.88,4.46,25.3
24341,15100,91,1,20.86,3.13,17.73
24342,15101,31,1,26.06,3.91,22.15
24343,15102,240,1,120.72,18.11,102.61
24344,15102,477,1,15.78,2.37,13.41
24345,15103,261,1,9.73,1.46,8.27
24346,15104,57,1,45.49,6.82,38.67
24347,15104,101,1,104.61,15.69,88.92
24348,15105,170,1,17.01,2.55,14.46
24349,15105,38,1,55.24,8.29,46.95
24350,15106,479,1,14.2,2.13,12.07
24351,15106,233,1,13.07,1.96,11.11
24352,15107,381,1,54.12,8.12,46.0
24353,15107,28,1,24.6,3.69,20.91
24354,15108,236,1,22.48,3.37,19.11
24355,15109,437,1,107.59,16.14,91.45
24356,15109,378,1,72.16,10.82,61.34
24357,15110,449,1,24.76,3.71,21.05
24358,15110,421,1,5.99,0.9,5.09
24359,15110,442,1,27.01,4.05,22.96
24360,15111,140,1,15.1,2.26,12.84
24361,15112,164,1,13.81,2.07,11.74
24362,15112,23,1,7.48,1.12,6.36
24363,15113,94,1,20.04,3.01,17.03
24364,15113,357,1,313.37,47.01,266.36
24365,15114,28,2,24.6,7.38,41.82
24366,15114,54,1,33.44,5.02,28.42
24367,15115,142,1,31.6,4.74,26.86
24368,15116,374,1,19.59,2.94,16.65
24369,15117,301,1,42.64,6.4,36.24
24370,15118,211,1,47.4,7.11,40.29
24371,15118,171,1,21.2,3.18,18.02
24372,15119,50,2,132.05,39.62,224.48
24373,15119,142,1,31.6,4.74,26.86
24374,15120,395,1,35.28,5.29,29.99
24375,15121,44,1,43.49,6.52,36.97
24376,15121,1,1,81.65,12.25,69.4
24377,15122,232,1,48.52,7.28,41.24
24378,15123,253,1,54.24,8.14,46.1
24379,15123,282,1,23.77,3.57,20.2
24380,15124,103,1,6.09,0.91,5.18
24381,15124,264,1,44.68,6.7,37.98
24382,15124,431,1,71.53,10.73,60.8
24383,15125,214,1,42.42,6.36,36.06
24384,15126,27,1,50.05,7.51,42.54
24385,15127,285,2,43.47,13.04,73.9
24386,15127,8,1,13.3,2.0,11.3
24387,15128,222,1,49.04,7.36,41.68
24388,15128,189,1,14.0,2.1,11.9
24389,15129,90,1,28.17,4.23,23.94
24390,15130,385,1,58.01,8.7,49.31
24391,15131,152,1,59.11,8.87,50.24
24392,15131,308,1,32.99,4.95,28.04
24393,15132,313,1,48.82,7.32,41.5
24394,15132,257,1,23.81,3.57,20.24
24395,15133,188,1,35.02,5.25,29.77
24396,15134,147,1,23.91,3.59,20.32
24397,15135,94,1,20.04,3.01,17.03
24398,15135,47,1,21.22,3.18,18.04
24399,15136,419,1,33.22,4.98,28.24
24400,15137,179,1,9.69,1.45,8.24
24401,15137,313,1,48.82,7.32,41.5
24402,15138,6,1,41.52,6.23,35.29
24403,15139,369,1,26.54,3.98,22.56
24404,15139,125,1,44.36,6.65,37.71
24405,15140,324,1,18.0,2.7,15.3
24406,15140,53,1,97.56,14.63,82.93
24407,15140,112,1,13.43,2.01,11.42
24408,15141,235,1,99.13,14.87,84.26
24409,15142,44,1,43.49,6.52,36.97
24410,15143,100,1,22.53,3.38,19.15
24411,15143,55,1,38.95,5.84,33.11
24412,15144,422,1,6.68,1.0,5.68
24413,15145,137,1,46.52,6.98,39.54
24414,15146,437,1,107.59,16.14,91.45
24415,15146,202,1,36.43,5.46,30.97
24416,15147,341,1,105.98,15.9,90.08
24417,15147,389,1,64.86,9.73,55.13
24418,15147,241,1,36.78,5.52,31.26
24419,15148,213,1,123.71,18.56,105.15
24420,15149,56,1,13.81,2.07,11.74
24421,15150,28,1,24.6,3.69,20.91
24422,15151,247,1,18.29,2.74,15.55
24423,15152,121,1,34.07,5.11,28.96
24424,15153,398,1,43.89,6.58,37.31
24425,15153,367,1,9.63,1.44,8.19
24426,15154,185,1,172.13,25.82,146.31
24427,15155,127,1,65.43,9.81,55.62
24428,15155,183,1,117.99,17.7,100.29
24429,15155,260,1,47.98,7.2,40.78
24430,15156,383,1,50.19,7.53,42.66
24431,15157,457,1,37.3,5.59,31.71
24432,15158,284,2,33.19,9.96,56.42
24433,15159,100,1,22.53,3.38,19.15
24434,15160,128,1,18.81,2.82,15.99
24435,15161,415,1,92.83,13.92,78.91
24436,15161,169,1,8.47,1.27,7.2
24437,15162,218,1,70.26,10.54,59.72
24438,15163,427,1,24.35,3.65,20.7
24439,15163,249,1,34.05,5.11,28.94
24440,15164,253,1,54.24,8.14,46.1
24441,15165,337,1,46.01,6.9,39.11
24442,15165,468,1,54.08,8.11,45.97
24443,15165,28,1,24.6,3.69,20.91
24444,15166,441,1,24.76,3.71,21.05
24445,15166,164,1,13.81,2.07,11.74
24446,15167,50,1,132.05,19.81,112.24
24447,15167,469,1,29.58,4.44,25.14
24448,15168,315,1,33.08,4.96,28.12
24449,15169,450,2,13.21,3.96,22.46
24450,15169,263,1,59.65,8.95,50.7
24451,15170,142,1,31.6,4.74,26.86
24452,15171,305,1,24.74,3.71,21.03
24453,15171,41,1,55.05,8.26,46.79
24454,15172,65,1,40.41,6.06,34.35
24455,15173,146,1,11.32,1.7,9.62
24456,15174,51,1,98.24,14.74,83.5
24457,15175,163,1,12.97,1.95,11.02
24458,15176,98,1,41.21,6.18,35.03
24459,15176,365,1,23.89,3.58,20.31
24460,15177,463,1,54.94,8.24,46.7
24461,15177,194,1,72.96,10.94,62.02
24462,15178,325,1,16.65,2.5,14.15
24463,15178,335,1,107.51,16.13,91.38
24464,15179,232,1,48.52,7.28,41.24
24465,15179,485,1,19.31,2.9,16.41
24466,15179,305,1,24.74,3.71,21.03
24467,15180,41,1,55.05,8.26,46.79
24468,15180,325,1,16.65,2.5,14.15
24469,15181,224,2,41.74,12.52,70.96
24470,15181,427,1,24.35,3.65,20.7
24471,15181,282,2,23.77,7.13,40.41
24472,15182,207,1,46.11,6.92,39.19
24473,15183,185,1,172.13,25.82,146.31
24474,15183,2,1,5.99,0.9,5.09
24475,15184,294,2,14.35,4.3,24.4
24476,15185,218,1,70.26,10.54,59.72
24477,15185,351,1,13.58,2.04,11.54
24478,15186,255,1,14.39,2.16,12.23
24479,15186,267,1,43.16,6.47,36.69
24480,15186,140,1,15.1,2.26,12.84
24481,15187,346,2,14.05,4.21,23.89
24482,15187,174,1,25.81,3.87,21.94
24483,15188,3,1,10.0,1.5,8.5
24484,15189,424,1,33.5,5.02,28.48
24485,15189,462,1,17.46,2.62,14.84
24486,15190,395,1,35.28,5.29,29.99
24487,15191,198,2,98.57,29.57,167.57
24488,15191,491,1,22.39,3.36,19.03
24489,15192,104,1,7.47,1.12,6.35
24490,15193,248,1,69.37,10.41,58.96
24491,15194,166,1,89.65,13.45,76.2
24492,15195,489,1,42.01,6.3,35.71
24493,15195,103,1,6.09,0.91,5.18
24494,15196,413,1,100.02,15.0,85.02
24495,15197,363,1,34.8,5.22,29.58
24496,15197,159,1,32.38,4.86,27.52
24497,15198,450,1,13.21,1.98,11.23
24498,15199,54,1,33.44,5.02,28.42
24499,15199,36,1,15.85,2.38,13.47
24500,15199,22,1,14.64,2.2,12.44
24501,15200,84,1,92.75,13.91,78.84
24502,15200,245,1,11.11,1.67,9.44
24503,15200,202,1,36.43,5.46,30.97
24504,15201,156,1,32.79,4.92,27.87
24505,15202,338,2,36.4,10.92,61.88
24506,15203,288,1,60.64,9.1,51.54
24507,15203,386,1,11.19,1.68,9.51
24508,15204,387,1,17.54,2.63,14.91
24509,15205,429,1,75.5,11.32,64.18
24510,15205,38,2,55.24,16.57,93.91
24511,15206,246,1,26.99,4.05,22.94
24512,15207,270,1,66.45,9.97,56.48
24513,15208,288,1,60.64,9.1,51.54
24514,15209,188,1,35.02,5.25,29.77
24515,15210,125,1,44.36,6.65,37.71
24516,15211,428,1,74.83,11.22,63.61
24517,15211,115,1,16.19,2.43,13.76
24518,15212,500,1,31.96,4.79,27.17
24519,15213,495,1,11.0,1.65,9.35
24520,15213,297,1,26.6,3.99,22.61
24521,15214,157,1,27.75,4.16,23.59
24522,15215,71,1,12.18,1.83,10.35
24523,15215,77,1,77.28,11.59,65.69
24524,15216,393,1,27.32,4.1,23.22
24525,15217,121,1,34.07,5.11,28.96
24526,15217,98,1,41.21,6.18,35.03
24527,15218,2,1,5.99,0.9,5.09
24528,15218,20,1,73.8,11.07,62.73
24529,15219,1,1,81.65,12.25,69.4
24530,15220,377,1,49.19,7.38,41.81
24531,15221,165,1,41.73,6.26,35.47
24532,15221,498,2,12.73,3.82,21.64
24533,15222,348,2,105.22,31.57,178.87
24534,15222,251,1,30.42,4.56,25.86
24535,15222,84,1,92.75,13.91,78.84
24536,15223,380,1,81.78,12.27,69.51
24537,15223,93,1,22.13,3.32,18.81
24538,15224,433,2,21.13,6.34,35.92
24539,15224,325,2,16.65,4.99,28.31
24540,15225,424,1,33.5,5.02,28.48
24541,15226,200,1,25.68,3.85,21.83
24542,15226,458,1,44.39,6.66,37.73
24543,15227,296,2,34.53,10.36,58.7
24544,15228,34,1,138.12,20.72,117.4
24545,15228,383,1,50.19,7.53,42.66
24546,15229,308,1,32.99,4.95,28.04
24547,15230,309,1,76.43,11.46,64.97
24548,15231,369,1,26.54,3.98,22.56
24549,15231,424,1,33.5,5.02,28.48
24550,15232,293,1,8.81,1.32,7.49
24551,15232,355,1,39.7,5.96,33.74
24552,15233,115,1,16.19,2.43,13.76
24553,15233,304,1,6.13,0.92,5.21
24554,15234,434,1,57.87,8.68,49.19
24555,15235,334,1,11.0,1.65,9.35
24556,15236,244,1,32.19,4.83,27.36
24557,15236,422,1,6.68,1.0,5.68
24558,15237,324,1,18.0,2.7,15.3
24559,15238,325,1,16.65,2.5,14.15
24560,15238,168,1,5.99,0.9,5.09
24561,15239,381,1,54.12,8.12,46.0
24562,15239,476,1,12.4,1.86,10.54
24563,15239,72,1,49.85,7.48,42.37
24564,15240,40,1,89.99,13.5,76.49
24565,15240,274,1,30.33,4.55,25.78
24566,15241,337,1,46.01,6.9,39.11
24567,15241,225,2,24.91,7.47,42.35
24568,15241,334,1,11.0,1.65,9.35
24569,15242,413,1,100.02,15.0,85.02
24570,15243,385,2,58.01,17.4,98.62
24571,15244,252,1,39.59,5.94,33.65
24572,15245,68,1,13.93,2.09,11.84
24573,15246,85,1,79.84,11.98,67.86
24574,15247,453,1,14.91,2.24,12.67
24575,15247,207,1,46.11,6.92,39.19
24576,15248,461,1,65.61,9.84,55.77
24577,15248,361,1,29.34,4.4,24.94
24578,15248,261,1,9.73,1.46,8.27
24579,15249,424,1,33.5,5.02,28.48
24580,15250,303,1,54.21,8.13,46.08
24581,15250,370,1,20.56,3.08,17.48
24582,15251,27,1,50.05,7.51,42.54
24583,15252,99,1,13.31,2.0,11.31
24584,15252,344,1,19.78,2.97,16.81
24585,15253,14,1,41.37,6.21,35.16
24586,15254,317,1,21.2,3.18,18.02
24587,15254,482,2,46.35,13.9,78.8
24588,15255,150,1,41.39,6.21,35.18
24589,15256,182,1,29.43,4.41,25.02
24590,15256,7,1,61.18,9.18,52.0
24591,15257,52,1,40.62,6.09,34.53
24592,15257,308,1,32.99,4.95,28.04
24593,15258,265,1,54.9,8.23,46.67
24594,15258,362,1,46.81,7.02,39.79
24595,15259,230,1,8.34,1.25,7.09
24596,15260,366,1,10.82,1.62,9.2
24597,15261,476,1,12.4,1.86,10.54
24598,15262,367,1,9.63,1.44,8.19
24599,15263,80,1,16.84,2.53,14.31
24600,15263,385,1,58.01,8.7,49.31
24601,15264,56,1,13.81,2.07,11.74
24602,15265,92,1,40.54,6.08,34.46
24603,15266,195,2,83.6,25.08,142.12
24604,15266,392,1,13.17,1.98,11.19
24605,15267,384,1,13.77,2.07,11.7
24606,15268,38,1,55.24,8.29,46.95
24607,15268,21,1,85.64,12.85,72.79
24608,15269,83,1,44.85,6.73,38.12
24609,15269,94,1,20.04,3.01,17.03
24610,15270,119,1,25.31,3.8,21.51
24611,15271,195,1,83.6,12.54,71.06
24612,15271,328,1,15.42,2.31,13.11
24613,15272,250,1,26.41,3.96,22.45
24614,15272,140,2,15.1,4.53,25.67
24615,15273,319,1,56.94,8.54,48.4
24616,15273,88,2,25.65,7.69,43.61
24617,15273,321,1,72.18,10.83,61.35
24618,15274,180,1,45.23,6.78,38.45
24619,15275,82,1,43.63,6.54,37.09
24620,15276,14,2,41.37,12.41,70.33
24621,15276,306,2,5.99,1.8,10.18
24622,15277,487,1,16.39,2.46,13.93
24623,15277,448,1,23.82,3.57,20.25
24624,15277,19,1,5.99,0.9,5.09
24625,15278,213,2,123.71,37.11,210.31
24626,15279,173,1,34.15,5.12,29.03
24627,15279,347,1,47.66,7.15,40.51
24628,15280,440,1,12.81,1.92,10.89
24629,15280,245,1,11.11,1.67,9.44
24630,15280,185,1,172.13,25.82,146.31
24631,15281,486,1,18.73,2.81,15.92
24632,15282,95,1,42.49,6.37,36.12
24633,15283,171,1,21.2,3.18,18.02
24634,15284,135,1,33.49,5.02,28.47
24635,15284,453,1,14.91,2.24,12.67
24636,15285,103,1,6.09,0.91,5.18
24637,15285,91,1,20.86,3.13,17.73
24638,15286,193,2,20.13,6.04,34.22
24639,15287,150,2,41.39,12.42,70.36
24640,15287,51,1,98.24,14.74,83.5
24641,15288,56,1,13.81,2.07,11.74
24642,15288,201,1,16.55,2.48,14.07
24643,15288,454,1,30.94,4.64,26.3
24644,15289,78,1,75.24,11.29,63.95
24645,15289,152,1,59.11,8.87,50.24
24646,15290,300,1,43.46,6.52,36.94
24647,15290,499,1,95.58,14.34,81.24
24648,15291,65,1,40.41,6.06,34.35
24649,15291,34,1,138.12,20.72,117.4
24650,15292,212,1,84.12,12.62,71.5
24651,15293,108,1,87.47,13.12,74.35
24652,15294,120,1,152.03,22.8,129.23
24653,15295,6,1,41.52,6.23,35.29
24654,15295,359,1,104.4,15.66,88.74
24655,15296,191,1,45.5,6.83,38.67
24656,15296,404,2,28.58,8.57,48.59
24657,15297,251,1,30.42,4.56,25.86
24658,15297,389,1,64.86,9.73,55.13
24659,15298,395,1,35.28,5.29,29.99
24660,15299,358,1,20.71,3.11,17.6
24661,15300,159,1,32.38,4.86,27.52
24662,15301,343,1,81.92,12.29,69.63
24663,15301,249,1,34.05,5.11,28.94
24664,15302,67,1,28.15,4.22,23.93
24665,15303,249,2,34.05,10.21,57.89
24666,15304,280,1,31.58,4.74,26.84
24667,15305,29,1,16.21,2.43,13.78
24668,15305,164,2,13.81,4.14,23.48
24669,15306,343,1,81.92,12.29,69.63
24670,15307,406,1,136.6,20.49,116.11
24671,15308,179,1,9.69,1.45,8.24
24672,15309,165,1,41.73,6.26,35.47
24673,15310,158,1,30.49,4.57,25.92
24674,15310,468,1,54.08,8.11,45.97
24675,15311,424,2,33.5,10.05,56.95
24676,15312,263,1,59.65,8.95,50.7
24677,15313,267,1,43.16,6.47,36.69
24678,15313,242,1,14.85,2.23,12.62
24679,15313,471,1,74.14,11.12,63.02
24680,15314,243,1,30.33,4.55,25.78
24681,15314,285,2,43.47,13.04,73.9
24682,15315,265,2,54.9,16.47,93.33
24683,15316,299,1,54.37,8.16,46.21
24684,15317,204,1,28.99,4.35,24.64
24685,15318,389,1,64.86,9.73,55.13
24686,15318,258,1,10.66,1.6,9.06
24687,15319,223,1,86.51,12.98,73.53
24688,15319,15,1,37.58,5.64,31.94
24689,15320,428,1,74.83,11.22,63.61
24690,15320,498,2,12.73,3.82,21.64
24691,15320,72,1,49.85,7.48,42.37
24692,15321,197,1,50.58,7.59,42.99
24693,15322,340,1,29.28,4.39,24.89
24694,15322,75,1,30.02,4.5,25.52
24695,15323,295,1,14.63,2.19,12.44
24696,15324,297,1,26.6,3.99,22.61
24697,15324,498,1,12.73,1.91,10.82
24698,15324,234,1,18.73,2.81,15.92
24699,15325,188,1,35.02,5.25,29.77
24700,15325,383,1,50.19,7.53,42.66
24701,15326,278,1,36.77,5.52,31.25
24702,15326,61,1,31.07,4.66,26.41
24703,15327,280,1,31.58,4.74,26.84
24704,15328,396,1,82.02,12.3,69.72
24705,15328,242,1,14.85,2.23,12.62
24706,15329,311,1,38.95,5.84,33.11
24707,15330,410,1,16.19,2.43,13.76
24708,15330,412,2,19.13,5.74,32.52
24709,15330,216,1,13.19,1.98,11.21
24710,15331,14,1,41.37,6.21,35.16
24711,15332,82,1,43.63,6.54,37.09
24712,15332,363,1,34.8,5.22,29.58
24713,15333,494,2,5.99,1.8,10.18
24714,15333,152,1,59.11,8.87,50.24
24715,15334,61,1,31.07,4.66,26.41
24716,15335,318,1,63.09,9.46,53.63
24717,15336,70,1,18.23,2.73,15.5
24718,15337,259,1,47.23,7.08,40.15
24719,15337,489,1,42.01,6.3,35.71
24720,15338,418,1,30.84,4.63,26.21
24721,15339,472,1,26.97,4.05,22.92
24722,15339,51,1,98.24,14.74,83.5
24723,15340,419,1,33.22,4.98,28.24
24724,15341,113,1,24.44,3.67,20.77
24725,15341,399,1,15.02,2.25,12.77
24726,15342,230,1,8.34,1.25,7.09
24727,15343,92,1,40.54,6.08,34.46
24728,15343,329,1,46.99,7.05,39.94
24729,15344,301,1,42.64,6.4,36.24
24730,15344,40,2,89.99,27.0,152.98
24731,15345,173,1,34.15,5.12,29.03
24732,15346,243,1,30.33,4.55,25.78
24733,15346,483,1,30.51,4.58,25.93
24734,15347,393,1,27.32,4.1,23.22
24735,15348,82,1,43.63,6.54,37.09
24736,15349,281,1,18.48,2.77,15.71
24737,15349,168,1,5.99,0.9,5.09
24738,15350,289,1,44.84,6.73,38.11
24739,15350,403,1,27.42,4.11,23.31
24740,15351,326,1,21.54,3.23,18.31
24741,15352,353,1,9.26,1.39,7.87
24742,15352,406,1,136.6,20.49,116.11
24743,15353,151,1,14.79,2.22,12.57
24744,15353,170,1,17.01,2.55,14.46
24745,15354,173,1,34.15,5.12,29.03
24746,15355,222,1,49.04,7.36,41.68
24747,15356,54,1,33.44,5.02,28.42
24748,15356,285,1,43.47,6.52,36.95
24749,15357,249,1,34.05,5.11,28.94
24750,15358,380,1,81.78,12.27,69.51
24751,15358,36,1,15.85,2.38,13.47
24752,15359,183,1,117.99,17.7,100.29
24753,15359,492,1,28.54,4.28,24.26
24754,15360,56,1,13.81,2.07,11.74
24755,15361,477,1,15.78,2.37,13.41
24756,15362,26,1,139.5,20.93,118.57
24757,15363,248,1,69.37,10.41,58.96
24758,15363,79,1,34.16,5.12,29.04
24759,15364,92,1,40.54,6.08,34.46
24760,15364,360,1,40.25,6.04,34.21
24761,15365,235,1,99.13,14.87,84.26
24762,15365,176,1,19.28,2.89,16.39
24763,15366,48,1,11.9,1.78,10.12
24764,15367,380,1,81.78,12.27,69.51
24765,15367,41,2,55.05,16.51,93.59
24766,15368,296,1,34.53,5.18,29.35
24767,15369,291,1,104.99,15.75,89.24
24768,15370,172,1,23.89,3.58,20.31
24769,15370,161,1,70.68,10.6,60.08
24770,15371,212,1,84.12,12.62,71.5
24771,15372,124,1,36.78,5.52,31.26
24772,15372,116,1,25.51,3.83,21.68
24773,15372,371,1,33.34,5.0,28.34
24774,15373,235,1,99.13,14.87,84.26
24775,15374,145,1,64.38,9.66,54.72
24776,15375,254,1,14.88,2.23,12.65
24777,15376,43,1,55.12,8.27,46.85
24778,15377,260,2,47.98,14.39,81.57
24779,15378,4,1,15.83,2.37,13.46
24780,15378,456,1,18.0,2.7,15.3
24781,15378,245,1,11.11,1.67,9.44
24782,15379,105,1,33.9,5.08,28.82
24783,15380,75,1,30.02,4.5,25.52
24784,15380,479,1,14.2,2.13,12.07
24785,15381,12,2,51.37,15.41,87.33
24786,15381,84,1,92.75,13.91,78.84
24787,15382,37,1,65.63,9.84,55.79
24788,15382,163,1,12.97,1.95,11.02
24789,15383,319,1,56.94,8.54,48.4
24790,15383,325,1,16.65,2.5,14.15
24791,15384,45,1,7.95,1.19,6.76
24792,15385,230,1,8.34,1.25,7.09
24793,15385,495,1,11.0,1.65,9.35
24794,15386,413,2,100.02,30.01,170.03
24795,15387,87,2,12.24,3.67,20.81
24796,15388,153,2,34.83,10.45,59.21
24797,15388,60,1,31.79,4.77,27.02
24798,15388,388,1,93.96,14.09,79.87
24799,15389,297,1,26.6,3.99,22.61
24800,15390,332,1,36.15,5.42,30.73
24801,15390,301,1,42.64,6.4,36.24
24802,15391,343,1,81.92,12.29,69.63
24803,15391,314,1,21.71,3.26,18.45
24804,15391,203,1,20.96,3.14,17.82
24805,15392,120,1,152.03,22.8,129.23
24806,15392,300,1,43.46,6.52,36.94
24807,15392,267,1,43.16,6.47,36.69
24808,15392,362,1,46.81,7.02,39.79
24809,15393,17,1,63.16,9.47,53.69
24810,15393,343,1,81.92,12.29,69.63
24811,15394,339,1,47.27,7.09,40.18
24812,15394,463,2,54.94,16.48,93.4
24813,15395,475,1,158.92,23.84,135.08
24814,15395,388,1,93.96,14.09,79.87
24815,15396,249,2,34.05,10.21,57.89
24816,15397,490,1,67.32,10.1,57.22
24817,15398,353,1,9.26,1.39,7.87
24818,15398,120,2,152.03,45.61,258.45
24819,15398,326,1,21.54,3.23,18.31
24820,15399,383,1,50.19,7.53,42.66
24821,15400,457,1,37.3,5.59,31.71
24822,15401,95,1,42.49,6.37,36.12
24823,15401,374,1,19.59,2.94,16.65
24824,15402,25,1,69.73,10.46,59.27
24825,15402,320,1,15.43,2.31,13.12
24826,15403,307,1,34.08,5.11,28.97
24827,15403,401,1,33.2,4.98,28.22
24828,15404,367,1,9.63,1.44,8.19
24829,15405,244,1,32.19,4.83,27.36
24830,15406,84,1,92.75,13.91,78.84
24831,15407,191,2,45.5,13.65,77.35
24832,15408,208,1,27.5,4.12,23.38
24833,15408,103,1,6.09,0.91,5.18
24834,15409,182,1,29.43,4.41,25.02
24835,15410,344,1,19.78,2.97,16.81
24836,15410,450,1,13.21,1.98,11.23
24837,15411,395,1,35.28,5.29,29.99
24838,15412,108,1,87.47,13.12,74.35
24839,15412,386,1,11.19,1.68,9.51
24840,15412,484,1,19.68,2.95,16.73
24841,15413,290,1,12.33,1.85,10.48
24842,15414,483,1,30.51,4.58,25.93
24843,15415,395,1,35.28,5.29,29.99
24844,15415,7,1,61.18,9.18,52.0
24845,15416,99,1,13.31,2.0,11.31
24846,15416,190,1,18.15,2.72,15.43
24847,15417,483,1,30.51,4.58,25.93
24848,15417,479,1,14.2,2.13,12.07
24849,15417,486,1,18.73,2.81,15.92
24850,15418,421,1,5.99,0.9,5.09
24851,15419,60,1,31.79,4.77,27.02
24852,15420,276,1,61.16,9.17,51.99
24853,15420,191,1,45.5,6.83,38.67
24854,15421,361,1,29.34,4.4,24.94
24855,15422,119,1,25.31,3.8,21.51
24856,15423,166,1,89.65,13.45,76.2
24857,15423,47,1,21.22,3.18,18.04
24858,15424,119,1,25.31,3.8,21.51
24859,15425,275,2,43.91,13.17,74.65
24860,15426,149,2,31.9,9.57,54.23
24861,15427,490,1,67.32,10.1,57.22
24862,15428,479,1,14.2,2.13,12.07
24863,15429,144,1,19.01,2.85,16.16
24864,15430,93,2,22.13,6.64,37.62
24865,15431,206,1,28.91,4.34,24.57
24866,15431,319,1,56.94,8.54,48.4
24867,15431,287,1,24.54,3.68,20.86
24868,15432,335,1,107.51,16.13,91.38
24869,15433,79,1,34.16,5.12,29.04
24870,15434,5,1,106.59,15.99,90.6
24871,15435,123,1,30.73,4.61,26.12
24872,15435,303,1,54.21,8.13,46.08
24873,15436,464,1,32.83,4.92,27.91
24874,15437,414,1,29.02,4.35,24.67
24875,15438,343,1,81.92,12.29,69.63
24876,15439,179,1,9.69,1.45,8.24
24877,15439,319,1,56.94,8.54,48.4
24878,15440,199,1,7.35,1.1,6.25
24879,15440,297,2,26.6,7.98,45.22
24880,15441,132,1,68.5,10.28,58.22
24881,15441,498,1,12.73,1.91,10.82
